Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Hyderabad,T415,2025-03-03,46,-86 dBm,Medium,2%,Power fluctuation
Hyderabad,T237,2025-06-30,141,-84 dBm,Low,10%,Normal operation
Mumbai,T367,2025-05-11,96,-98 dBm,Low,9%,Power fluctuation
Delhi,T136,2025-05-10,8,-86 dBm,Medium,7%,Power fluctuation
Bangalore,T887,2025-04-20,143,-85 dBm,Low,13%,Poor weather
Chennai,T995,2025-05-17,11,-100 dBm,Medium,20%,Fiber issue detected
Bangalore,T268,2025-10-11,37,-99 dBm,High,2%,Peak hour traffic
Delhi,T982,2025-04-22,57,-88 dBm,Medium,7%,Heavy user load
Delhi,T901,2025-02-21,17,-84 dBm,Medium,6%,Heavy user load
Bangalore,T453,2025-04-23,53,-77 dBm,Low,4%,Fiber issue detected
Mumbai,T386,2025-02-19,131,-105 dBm,High,10%,Poor weather
Chennai,T857,2025-05-08,66,-104 dBm,Low,1%,Peak hour traffic
Chennai,T903,2025-04-20,19,-97 dBm,Low,3%,Fiber issue detected
Delhi,T373,2025-01-12,32,-80 dBm,Low,11%,Maintenance activity
Delhi,T627,2025-04-15,122,-93 dBm,Medium,14%,Maintenance activity
Hyderabad,T398,2025-10-06,69,-96 dBm,Low,3%,Peak hour traffic
Kolkata,T570,2025-01-17,122,-94 dBm,Low,3%,Peak hour traffic
Bangalore,T361,2025-06-11,141,-85 dBm,Low,20%,Normal operation
Delhi,T491,2025-04-25,21,-91 dBm,Low,13%,Peak hour traffic
Mumbai,T191,2025-01-03,125,-74 dBm,Low,7%,Backhaul congestion
Mumbai,T359,2025-02-20,58,-99 dBm,Low,11%,Normal operation
Delhi,T516,2025-12-25,115,-91 dBm,Low,5%,Fiber issue detected
Hyderabad,T551,2026-01-01,36,-76 dBm,Low,14%,Peak hour traffic
Chennai,T691,2025-12-26,123,-78 dBm,Low,6%,Normal operation
Kolkata,T396,2025-12-12,60,-102 dBm,High,9%,Fiber issue detected
Chennai,T330,2025-01-05,128,-84 dBm,Medium,16%,Heavy user load
Delhi,T976,2025-06-11,72,-74 dBm,High,13%,Maintenance activity
Delhi,T560,2025-07-07,136,-88 dBm,Medium,20%,Maintenance activity
Kolkata,T139,2025-12-15,57,-101 dBm,Low,19%,Poor weather
Chennai,T391,2025-07-15,126,-104 dBm,High,18%,Maintenance activity
Delhi,T750,2025-09-22,27,-81 dBm,Low,14%,Peak hour traffic
Delhi,T190,2025-06-26,124,-104 dBm,High,6%,Fiber issue detected
Bangalore,T532,2025-07-27,82,-108 dBm,Medium,12%,Normal operation
Delhi,T285,2025-01-20,72,-89 dBm,Low,7%,Heavy user load
Delhi,T186,2025-08-24,103,-95 dBm,Medium,12%,Fiber issue detected
Chennai,T924,2025-12-26,106,-106 dBm,High,12%,Heavy user load
Delhi,T251,2025-07-23,12,-80 dBm,High,8%,Fiber issue detected
Kolkata,T961,2025-04-23,44,-99 dBm,High,9%,Heavy user load
Kolkata,T762,2025-01-26,96,-74 dBm,High,4%,Peak hour traffic
Kolkata,T140,2025-11-29,5,-109 dBm,Low,8%,Normal operation
Hyderabad,T269,2025-10-24,13,-106 dBm,High,2%,Fiber issue detected
Chennai,T556,2025-08-29,119,-95 dBm,High,4%,Backhaul congestion
Mumbai,T649,2025-05-08,99,-96 dBm,High,5%,Maintenance activity
Chennai,T464,2025-03-20,37,-110 dBm,Low,14%,Power fluctuation
Hyderabad,T549,2025-09-24,145,-101 dBm,Medium,19%,Backhaul congestion
Bangalore,T811,2025-05-13,129,-90 dBm,Medium,14%,Poor weather
Delhi,T467,2025-04-08,18,-87 dBm,High,8%,Power fluctuation
Chennai,T329,2025-02-03,19,-85 dBm,Low,15%,Fiber issue detected
Chennai,T761,2025-03-10,130,-90 dBm,Low,15%,Heavy user load
Chennai,T535,2025-01-28,134,-80 dBm,Medium,2%,Backhaul congestion
Chennai,T198,2025-09-24,141,-82 dBm,High,10%,Power fluctuation
Delhi,T891,2025-04-23,142,-87 dBm,Low,12%,Maintenance activity
Chennai,T622,2025-04-22,25,-101 dBm,High,11%,Heavy user load
Kolkata,T117,2025-12-22,117,-91 dBm,Low,14%,Poor weather
Mumbai,T828,2025-07-05,20,-108 dBm,Medium,20%,Maintenance activity
Hyderabad,T280,2025-07-23,10,-91 dBm,Low,19%,Heavy user load
Kolkata,T395,2025-06-19,126,-77 dBm,High,11%,Poor weather
Delhi,T643,2025-08-17,44,-108 dBm,Low,11%,Backhaul congestion
Kolkata,T544,2025-10-13,83,-88 dBm,Medium,9%,Poor weather
Mumbai,T954,2025-06-21,56,-84 dBm,High,12%,Backhaul congestion
Bangalore,T641,2025-03-16,37,-103 dBm,High,10%,Fiber issue detected
Delhi,T342,2025-05-21,116,-86 dBm,High,14%,Maintenance activity
Kolkata,T411,2025-07-15,110,-86 dBm,Low,8%,Backhaul congestion
Kolkata,T675,2025-01-08,145,-103 dBm,Medium,13%,Backhaul congestion
Delhi,T671,2025-03-10,145,-99 dBm,High,18%,Heavy user load
Hyderabad,T439,2025-11-23,16,-84 dBm,Medium,2%,Backhaul congestion
Hyderabad,T536,2025-03-01,60,-90 dBm,Low,14%,Poor weather
Mumbai,T541,2025-06-18,142,-109 dBm,Medium,12%,Backhaul congestion
Delhi,T755,2025-12-18,63,-76 dBm,High,18%,Fiber issue detected
Kolkata,T517,2025-08-15,15,-83 dBm,Low,8%,Normal operation
Mumbai,T787,2025-02-10,112,-78 dBm,High,9%,Power fluctuation
Delhi,T939,2025-08-10,42,-82 dBm,High,11%,Normal operation
Delhi,T368,2025-04-27,34,-73 dBm,Low,15%,Poor weather
Kolkata,T347,2025-03-13,140,-98 dBm,Medium,6%,Normal operation
Delhi,T962,2025-03-12,56,-87 dBm,Medium,20%,Peak hour traffic
Kolkata,T472,2025-02-11,8,-97 dBm,Low,20%,Normal operation
Mumbai,T482,2025-03-07,18,-86 dBm,Medium,13%,Poor weather
Hyderabad,T736,2025-01-04,19,-96 dBm,Low,16%,Normal operation
Bangalore,T641,2025-09-16,108,-81 dBm,Medium,1%,Backhaul congestion
Delhi,T408,2025-04-11,69,-88 dBm,High,9%,Maintenance activity
Hyderabad,T306,2025-02-21,69,-76 dBm,Low,17%,Fiber issue detected
Kolkata,T607,2025-04-29,127,-85 dBm,Medium,3%,Peak hour traffic
Mumbai,T172,2025-07-01,26,-94 dBm,High,10%,Power fluctuation
Chennai,T763,2025-08-27,80,-79 dBm,Low,5%,Power fluctuation
Bangalore,T132,2025-10-22,69,-108 dBm,Low,1%,Normal operation
Kolkata,T410,2025-12-18,27,-80 dBm,High,19%,Fiber issue detected
Bangalore,T958,2025-12-31,100,-98 dBm,High,15%,Peak hour traffic
Mumbai,T619,2025-10-29,19,-86 dBm,High,2%,Power fluctuation
Bangalore,T613,2025-11-18,145,-100 dBm,Low,15%,Fiber issue detected
Delhi,T250,2025-12-13,80,-72 dBm,Low,19%,Fiber issue detected
Mumbai,T240,2025-01-06,86,-87 dBm,Low,12%,Normal operation
Bangalore,T919,2025-12-16,111,-74 dBm,Low,9%,Heavy user load
Hyderabad,T760,2025-07-18,53,-83 dBm,Low,18%,Power fluctuation
Mumbai,T688,2025-01-02,20,-86 dBm,Low,14%,Poor weather
Bangalore,T472,2025-04-14,23,-100 dBm,High,15%,Maintenance activity
Delhi,T550,2025-02-07,139,-88 dBm,Medium,4%,Heavy user load
Hyderabad,T354,2025-10-31,143,-72 dBm,High,13%,Fiber issue detected
Mumbai,T694,2025-08-05,46,-108 dBm,Low,9%,Peak hour traffic
Bangalore,T517,2025-05-05,6,-96 dBm,Medium,16%,Power fluctuation
Hyderabad,T969,2025-02-20,64,-87 dBm,Medium,14%,Backhaul congestion
Mumbai,T487,2025-10-19,87,-75 dBm,Medium,12%,Fiber issue detected
Delhi,T698,2025-02-09,69,-110 dBm,Medium,16%,Heavy user load
Chennai,T511,2025-10-07,119,-80 dBm,Medium,16%,Peak hour traffic
Delhi,T421,2025-03-27,18,-82 dBm,High,8%,Fiber issue detected
Hyderabad,T169,2025-06-19,99,-96 dBm,Medium,16%,Maintenance activity
Chennai,T900,2025-03-05,139,-76 dBm,High,19%,Normal operation
Kolkata,T921,2025-08-24,82,-92 dBm,Medium,10%,Maintenance activity
Bangalore,T466,2025-04-11,46,-97 dBm,Low,10%,Power fluctuation
Mumbai,T537,2025-05-09,131,-100 dBm,Low,15%,Heavy user load
Bangalore,T951,2025-04-07,100,-103 dBm,High,17%,Normal operation
Hyderabad,T213,2025-01-06,63,-108 dBm,Low,8%,Normal operation
Mumbai,T153,2025-01-07,84,-77 dBm,High,2%,Power fluctuation
Kolkata,T639,2025-09-02,132,-104 dBm,High,10%,Heavy user load
Kolkata,T562,2025-08-10,105,-98 dBm,High,1%,Normal operation
Delhi,T332,2025-08-16,116,-76 dBm,Medium,17%,Poor weather
Delhi,T122,2025-12-19,103,-81 dBm,High,20%,Power fluctuation
Mumbai,T869,2025-01-16,141,-73 dBm,Medium,9%,Fiber issue detected
Hyderabad,T145,2025-06-02,65,-109 dBm,Low,1%,Poor weather
Chennai,T622,2025-02-01,120,-82 dBm,High,7%,Normal operation
Kolkata,T794,2025-12-28,16,-101 dBm,High,10%,Peak hour traffic
Chennai,T932,2025-12-19,141,-77 dBm,Medium,4%,Heavy user load
Kolkata,T890,2025-09-27,33,-93 dBm,Medium,3%,Maintenance activity
Hyderabad,T235,2025-02-02,128,-99 dBm,High,14%,Peak hour traffic
Mumbai,T998,2025-09-04,150,-87 dBm,High,18%,Maintenance activity
Chennai,T401,2025-08-08,26,-104 dBm,Medium,14%,Backhaul congestion
Kolkata,T699,2025-05-01,64,-81 dBm,High,8%,Peak hour traffic
Hyderabad,T731,2025-01-27,103,-97 dBm,High,17%,Peak hour traffic
Delhi,T342,2025-04-27,106,-89 dBm,High,8%,Normal operation
Mumbai,T581,2025-06-09,53,-78 dBm,High,15%,Backhaul congestion
Kolkata,T885,2025-06-18,125,-80 dBm,Medium,20%,Power fluctuation
Kolkata,T628,2025-08-24,116,-87 dBm,Low,9%,Backhaul congestion
Bangalore,T808,2025-02-11,6,-70 dBm,Medium,10%,Peak hour traffic
Bangalore,T143,2025-02-15,133,-71 dBm,Low,10%,Power fluctuation
Hyderabad,T974,2025-07-01,123,-72 dBm,Medium,1%,Fiber issue detected
Chennai,T492,2025-01-01,58,-78 dBm,High,16%,Fiber issue detected
Delhi,T958,2025-01-18,136,-88 dBm,Medium,12%,Peak hour traffic
Delhi,T842,2025-03-14,110,-96 dBm,Low,17%,Peak hour traffic
Chennai,T129,2025-10-26,101,-94 dBm,Low,14%,Poor weather
Hyderabad,T543,2025-03-30,13,-101 dBm,High,18%,Backhaul congestion
Bangalore,T111,2025-05-18,15,-109 dBm,Medium,9%,Maintenance activity
Mumbai,T768,2025-06-23,60,-105 dBm,Low,12%,Fiber issue detected
Hyderabad,T917,2025-04-04,92,-108 dBm,High,11%,Peak hour traffic
Kolkata,T871,2025-12-05,6,-71 dBm,High,6%,Maintenance activity
Hyderabad,T992,2025-12-02,125,-72 dBm,High,18%,Maintenance activity
Chennai,T909,2025-02-20,81,-91 dBm,High,8%,Fiber issue detected
Delhi,T798,2025-08-08,97,-106 dBm,Medium,18%,Maintenance activity
Hyderabad,T835,2025-05-30,99,-73 dBm,High,19%,Poor weather
Chennai,T543,2025-03-05,119,-110 dBm,Medium,10%,Fiber issue detected
Kolkata,T497,2025-06-08,73,-93 dBm,Medium,4%,Poor weather
Bangalore,T425,2025-04-11,100,-105 dBm,High,16%,Maintenance activity
Chennai,T784,2025-06-21,63,-105 dBm,Medium,17%,Poor weather
Chennai,T990,2025-12-03,10,-92 dBm,Low,19%,Poor weather
Kolkata,T434,2025-10-03,103,-76 dBm,Low,1%,Maintenance activity
Hyderabad,T788,2025-12-12,131,-98 dBm,Medium,7%,Maintenance activity
Mumbai,T286,2025-07-19,112,-88 dBm,Medium,15%,Power fluctuation
Hyderabad,T704,2025-03-16,138,-98 dBm,Low,18%,Power fluctuation
Bangalore,T294,2025-08-04,120,-79 dBm,High,11%,Power fluctuation
Kolkata,T858,2025-12-18,141,-82 dBm,High,13%,Poor weather
Chennai,T701,2025-02-12,42,-87 dBm,High,1%,Backhaul congestion
Mumbai,T678,2025-08-03,66,-92 dBm,Low,5%,Maintenance activity
Delhi,T141,2025-08-28,35,-88 dBm,High,5%,Normal operation
Mumbai,T253,2025-11-03,113,-101 dBm,Low,7%,Poor weather
Delhi,T907,2025-09-28,122,-84 dBm,Low,18%,Normal operation
Delhi,T618,2025-05-24,38,-77 dBm,Medium,2%,Peak hour traffic
Mumbai,T416,2025-12-31,132,-84 dBm,Low,3%,Maintenance activity
Delhi,T574,2025-03-13,112,-86 dBm,High,19%,Heavy user load
Kolkata,T868,2025-11-16,75,-75 dBm,High,8%,Poor weather
Hyderabad,T113,2025-09-17,35,-74 dBm,High,7%,Heavy user load
Bangalore,T985,2025-09-01,97,-108 dBm,Low,4%,Maintenance activity
Delhi,T791,2025-10-28,39,-87 dBm,Low,12%,Fiber issue detected
Bangalore,T428,2025-03-05,138,-72 dBm,Medium,20%,Poor weather
Mumbai,T770,2025-10-09,55,-76 dBm,High,1%,Backhaul congestion
Kolkata,T572,2025-03-25,79,-79 dBm,Medium,14%,Fiber issue detected
Kolkata,T492,2025-10-25,36,-96 dBm,High,6%,Normal operation
Hyderabad,T246,2025-08-17,115,-90 dBm,High,10%,Maintenance activity
Chennai,T577,2025-11-19,113,-82 dBm,High,16%,Power fluctuation
Delhi,T320,2025-11-14,57,-102 dBm,Low,14%,Normal operation
Bangalore,T173,2025-10-24,45,-78 dBm,Low,9%,Maintenance activity
Hyderabad,T563,2025-02-13,148,-106 dBm,High,19%,Power fluctuation
Bangalore,T664,2025-01-09,61,-75 dBm,High,14%,Fiber issue detected
Kolkata,T699,2025-12-19,62,-92 dBm,High,1%,Normal operation
Chennai,T399,2025-06-23,46,-72 dBm,Low,2%,Normal operation
Bangalore,T623,2025-07-02,38,-76 dBm,Low,3%,Maintenance activity
Mumbai,T627,2025-09-30,11,-75 dBm,Medium,16%,Normal operation
Mumbai,T229,2025-04-23,72,-107 dBm,Low,9%,Heavy user load
Chennai,T389,2025-08-09,36,-107 dBm,High,19%,Normal operation
Mumbai,T751,2025-03-25,72,-85 dBm,Medium,7%,Heavy user load
Bangalore,T610,2025-11-07,67,-103 dBm,Medium,19%,Heavy user load
Delhi,T787,2025-05-10,102,-82 dBm,Medium,17%,Poor weather
Hyderabad,T107,2025-02-03,139,-84 dBm,Low,11%,Fiber issue detected
Hyderabad,T785,2025-02-01,127,-82 dBm,High,6%,Peak hour traffic
Chennai,T419,2025-06-07,127,-98 dBm,High,4%,Normal operation
Bangalore,T115,2025-09-28,123,-86 dBm,Low,7%,Peak hour traffic
Delhi,T297,2025-10-02,108,-95 dBm,High,19%,Maintenance activity
Mumbai,T229,2025-01-12,77,-101 dBm,Medium,1%,Heavy user load
Mumbai,T976,2025-12-19,16,-100 dBm,Low,16%,Poor weather
Hyderabad,T359,2025-04-30,65,-105 dBm,High,11%,Poor weather
Chennai,T428,2025-01-20,90,-90 dBm,High,14%,Poor weather
Hyderabad,T930,2025-07-28,87,-89 dBm,Low,9%,Fiber issue detected
Chennai,T859,2025-05-21,71,-99 dBm,High,12%,Heavy user load
Bangalore,T525,2025-11-03,48,-108 dBm,High,12%,Fiber issue detected
Hyderabad,T675,2025-12-24,23,-89 dBm,High,3%,Heavy user load
Hyderabad,T907,2025-10-20,21,-74 dBm,Medium,4%,Normal operation
Bangalore,T442,2025-08-01,61,-83 dBm,High,4%,Peak hour traffic
Hyderabad,T719,2025-04-17,31,-83 dBm,High,9%,Backhaul congestion
Kolkata,T540,2025-05-29,49,-89 dBm,Medium,14%,Poor weather
Hyderabad,T992,2025-07-23,43,-100 dBm,Medium,3%,Power fluctuation
Hyderabad,T522,2025-12-31,93,-73 dBm,High,8%,Heavy user load
Delhi,T384,2025-04-22,24,-93 dBm,High,5%,Power fluctuation
Kolkata,T733,2025-11-02,114,-106 dBm,Low,2%,Power fluctuation
Bangalore,T297,2025-01-15,79,-107 dBm,High,9%,Heavy user load
Delhi,T733,2025-07-27,43,-95 dBm,High,14%,Poor weather
Mumbai,T809,2025-12-20,65,-108 dBm,Low,13%,Power fluctuation
Hyderabad,T413,2025-04-08,84,-96 dBm,High,14%,Fiber issue detected
Delhi,T563,2025-02-07,58,-78 dBm,Low,20%,Peak hour traffic
Bangalore,T244,2025-12-17,10,-99 dBm,Medium,13%,Maintenance activity
Mumbai,T977,2025-02-11,76,-98 dBm,High,8%,Normal operation
Delhi,T500,2025-03-13,99,-105 dBm,Medium,3%,Backhaul congestion
Bangalore,T790,2025-04-02,10,-104 dBm,Medium,2%,Normal operation
Chennai,T154,2025-11-27,87,-89 dBm,Low,9%,Fiber issue detected
Kolkata,T628,2025-02-01,15,-93 dBm,High,7%,Poor weather
Delhi,T812,2025-07-15,123,-106 dBm,Medium,7%,Fiber issue detected
Chennai,T719,2025-10-10,43,-109 dBm,High,1%,Backhaul congestion
Kolkata,T667,2025-06-02,16,-99 dBm,High,7%,Power fluctuation
Hyderabad,T123,2025-04-18,106,-75 dBm,Medium,9%,Heavy user load
Mumbai,T175,2025-10-07,147,-108 dBm,High,4%,Power fluctuation
Hyderabad,T475,2025-09-02,88,-82 dBm,High,8%,Backhaul congestion
Mumbai,T277,2025-01-20,134,-72 dBm,Medium,16%,Normal operation
Kolkata,T555,2025-08-24,86,-90 dBm,Low,3%,Poor weather
Chennai,T640,2025-05-30,28,-72 dBm,Medium,6%,Poor weather
Delhi,T540,2025-12-01,122,-108 dBm,Medium,7%,Maintenance activity
Bangalore,T215,2025-11-04,141,-77 dBm,Low,14%,Peak hour traffic
Chennai,T922,2025-09-15,119,-96 dBm,High,4%,Poor weather
Bangalore,T694,2025-06-03,47,-78 dBm,Medium,17%,Normal operation
Hyderabad,T461,2025-10-29,95,-104 dBm,High,18%,Power fluctuation
Hyderabad,T322,2025-10-19,62,-83 dBm,High,3%,Poor weather
Mumbai,T827,2025-11-21,78,-98 dBm,Low,10%,Fiber issue detected
Chennai,T719,2025-09-12,17,-73 dBm,Low,16%,Power fluctuation
Hyderabad,T894,2025-08-27,104,-70 dBm,High,17%,Normal operation
Chennai,T996,2025-05-03,74,-101 dBm,High,19%,Heavy user load
Kolkata,T516,2025-08-02,111,-96 dBm,High,4%,Poor weather
Chennai,T745,2025-02-09,123,-110 dBm,Medium,13%,Power fluctuation
Bangalore,T805,2025-01-14,24,-101 dBm,Low,4%,Maintenance activity
Hyderabad,T308,2025-09-09,26,-82 dBm,Low,10%,Peak hour traffic
Hyderabad,T311,2025-11-13,57,-85 dBm,Low,14%,Backhaul congestion
Bangalore,T500,2025-01-18,8,-109 dBm,Medium,3%,Peak hour traffic
Kolkata,T236,2025-06-11,33,-81 dBm,High,20%,Fiber issue detected
Mumbai,T706,2025-03-07,40,-77 dBm,High,13%,Heavy user load
Mumbai,T348,2025-02-01,67,-71 dBm,High,6%,Maintenance activity
Hyderabad,T755,2025-01-05,57,-99 dBm,Low,5%,Heavy user load
Delhi,T541,2025-03-20,69,-74 dBm,Medium,18%,Power fluctuation
Delhi,T503,2025-11-21,28,-109 dBm,Low,19%,Maintenance activity
Kolkata,T187,2025-02-10,52,-98 dBm,Medium,20%,Normal operation
Mumbai,T885,2025-08-31,21,-78 dBm,Medium,3%,Power fluctuation
Chennai,T392,2025-09-03,30,-97 dBm,High,19%,Poor weather
Kolkata,T928,2025-10-22,80,-73 dBm,High,1%,Power fluctuation
Chennai,T736,2025-12-27,68,-96 dBm,Medium,20%,Poor weather
Delhi,T941,2025-04-15,111,-78 dBm,Low,12%,Heavy user load
Hyderabad,T799,2025-01-31,113,-88 dBm,High,7%,Poor weather
Delhi,T427,2025-06-29,132,-96 dBm,Low,6%,Backhaul congestion
Bangalore,T360,2025-07-21,16,-110 dBm,Medium,10%,Maintenance activity
Hyderabad,T230,2025-10-29,144,-77 dBm,Medium,19%,Backhaul congestion
Kolkata,T720,2025-02-11,15,-104 dBm,Medium,10%,Peak hour traffic
Hyderabad,T511,2025-12-07,18,-77 dBm,Low,5%,Maintenance activity
Kolkata,T722,2025-12-17,27,-82 dBm,High,10%,Peak hour traffic
Bangalore,T986,2025-03-30,105,-76 dBm,High,2%,Maintenance activity
Delhi,T796,2025-11-08,99,-97 dBm,Medium,8%,Poor weather
Kolkata,T792,2025-06-23,30,-88 dBm,Medium,14%,Power fluctuation
Hyderabad,T209,2025-10-03,16,-72 dBm,Low,16%,Fiber issue detected
Kolkata,T928,2025-07-08,22,-85 dBm,Low,18%,Peak hour traffic
Kolkata,T597,2025-06-02,33,-107 dBm,High,7%,Heavy user load
Kolkata,T771,2025-07-13,149,-85 dBm,Low,1%,Heavy user load
Bangalore,T836,2025-01-06,73,-95 dBm,High,16%,Normal operation
Hyderabad,T390,2025-07-16,48,-106 dBm,High,14%,Fiber issue detected
Mumbai,T589,2025-12-13,85,-86 dBm,High,15%,Poor weather
Bangalore,T493,2025-03-01,121,-104 dBm,Medium,17%,Heavy user load
Hyderabad,T242,2025-09-12,17,-88 dBm,Medium,7%,Backhaul congestion
Bangalore,T434,2025-10-09,27,-79 dBm,High,16%,Heavy user load
Delhi,T957,2025-01-20,92,-93 dBm,Low,7%,Power fluctuation
Delhi,T970,2025-01-24,48,-78 dBm,Low,7%,Maintenance activity
Bangalore,T255,2025-01-12,137,-72 dBm,High,13%,Backhaul congestion
Kolkata,T965,2025-08-21,128,-100 dBm,Medium,16%,Maintenance activity
Mumbai,T950,2025-05-15,86,-82 dBm,Low,16%,Fiber issue detected
Kolkata,T660,2025-08-28,5,-80 dBm,Medium,13%,Heavy user load
Bangalore,T160,2025-04-25,9,-91 dBm,High,20%,Backhaul congestion
Hyderabad,T727,2025-11-16,126,-94 dBm,Medium,3%,Heavy user load
Hyderabad,T757,2025-01-26,11,-96 dBm,High,11%,Poor weather
Bangalore,T333,2025-08-21,38,-74 dBm,Low,5%,Heavy user load
Chennai,T747,2025-01-06,87,-75 dBm,Medium,8%,Power fluctuation
Bangalore,T170,2025-01-18,33,-82 dBm,High,11%,Peak hour traffic
Delhi,T889,2025-06-13,112,-83 dBm,Low,9%,Normal operation
Kolkata,T611,2025-10-31,83,-91 dBm,Low,20%,Heavy user load
Hyderabad,T526,2025-05-22,37,-70 dBm,Low,14%,Backhaul congestion
Mumbai,T107,2025-07-27,54,-95 dBm,Medium,1%,Peak hour traffic
Mumbai,T908,2025-12-24,26,-106 dBm,Low,2%,Poor weather
Delhi,T195,2025-09-25,19,-74 dBm,High,8%,Backhaul congestion
Bangalore,T702,2025-03-17,59,-94 dBm,Low,13%,Fiber issue detected
Mumbai,T578,2025-08-14,34,-96 dBm,Low,4%,Peak hour traffic
Bangalore,T323,2025-05-18,59,-89 dBm,Low,20%,Power fluctuation
Chennai,T294,2025-03-31,27,-89 dBm,Low,15%,Normal operation
Delhi,T904,2025-07-06,132,-105 dBm,Low,20%,Poor weather
Delhi,T887,2025-04-14,97,-72 dBm,Medium,10%,Heavy user load
Delhi,T663,2025-10-11,109,-91 dBm,Low,16%,Poor weather
Hyderabad,T744,2025-10-09,130,-102 dBm,Low,13%,Fiber issue detected
Kolkata,T388,2025-05-23,81,-70 dBm,Medium,3%,Poor weather
Delhi,T644,2025-11-05,91,-110 dBm,High,17%,Power fluctuation
Kolkata,T981,2025-05-08,96,-97 dBm,High,15%,Maintenance activity
Chennai,T559,2025-09-14,52,-82 dBm,High,4%,Peak hour traffic
Delhi,T259,2025-02-05,125,-93 dBm,Low,4%,Poor weather
Mumbai,T422,2025-05-08,86,-94 dBm,High,9%,Peak hour traffic
Mumbai,T863,2025-07-21,136,-70 dBm,High,7%,Normal operation
Delhi,T762,2025-04-30,136,-109 dBm,High,4%,Normal operation
Mumbai,T829,2025-04-17,150,-96 dBm,High,4%,Peak hour traffic
Mumbai,T913,2025-06-16,46,-94 dBm,Low,2%,Peak hour traffic
Kolkata,T470,2025-02-07,148,-70 dBm,Low,19%,Maintenance activity
Delhi,T766,2025-06-26,38,-79 dBm,Medium,11%,Peak hour traffic
Delhi,T901,2025-06-30,45,-95 dBm,Medium,18%,Peak hour traffic
Delhi,T295,2025-05-19,76,-105 dBm,Low,20%,Heavy user load
Chennai,T569,2025-05-04,95,-79 dBm,High,13%,Normal operation
Delhi,T122,2025-01-07,67,-81 dBm,Low,18%,Heavy user load
Bangalore,T836,2025-12-08,24,-97 dBm,Low,17%,Power fluctuation
Mumbai,T482,2025-05-05,52,-94 dBm,High,8%,Poor weather
Kolkata,T921,2025-08-10,126,-79 dBm,High,16%,Heavy user load
Bangalore,T416,2025-07-05,121,-88 dBm,High,7%,Maintenance activity
Hyderabad,T616,2025-04-12,114,-101 dBm,Medium,4%,Backhaul congestion
Mumbai,T310,2025-03-17,66,-83 dBm,Low,10%,Fiber issue detected
Delhi,T444,2025-10-29,139,-81 dBm,High,20%,Poor weather
Delhi,T475,2025-10-15,70,-101 dBm,Medium,17%,Heavy user load
Delhi,T149,2025-01-01,70,-97 dBm,High,17%,Normal operation
Chennai,T793,2025-09-07,148,-77 dBm,Medium,20%,Fiber issue detected
Chennai,T608,2025-06-07,136,-110 dBm,High,18%,Power fluctuation
Kolkata,T386,2025-03-25,59,-102 dBm,High,4%,Heavy user load
Delhi,T312,2025-10-24,28,-106 dBm,Low,14%,Power fluctuation
Hyderabad,T800,2025-12-02,56,-95 dBm,High,9%,Peak hour traffic
Delhi,T285,2025-08-18,11,-88 dBm,Low,4%,Peak hour traffic
Hyderabad,T646,2025-09-07,119,-100 dBm,Medium,2%,Normal operation
Mumbai,T374,2025-05-28,145,-84 dBm,High,7%,Peak hour traffic
Delhi,T249,2025-07-01,140,-72 dBm,Low,3%,Peak hour traffic
Delhi,T836,2025-07-01,49,-70 dBm,Medium,5%,Heavy user load
Kolkata,T176,2025-05-17,107,-96 dBm,High,8%,Fiber issue detected
Chennai,T290,2025-02-28,46,-91 dBm,Medium,7%,Backhaul congestion
Hyderabad,T220,2025-07-09,134,-75 dBm,High,2%,Heavy user load
Mumbai,T611,2025-09-26,9,-99 dBm,Medium,5%,Poor weather
Mumbai,T154,2025-09-08,66,-85 dBm,High,14%,Poor weather
Chennai,T334,2025-08-11,48,-72 dBm,High,13%,Normal operation
Kolkata,T607,2025-08-30,150,-84 dBm,High,10%,Heavy user load
Hyderabad,T674,2025-09-21,127,-78 dBm,High,16%,Fiber issue detected
Hyderabad,T979,2025-04-04,131,-109 dBm,Low,7%,Heavy user load
Kolkata,T814,2025-06-01,26,-89 dBm,Medium,2%,Normal operation
Chennai,T392,2025-08-10,125,-74 dBm,Medium,16%,Normal operation
Delhi,T955,2025-05-29,48,-76 dBm,High,6%,Poor weather
Bangalore,T266,2025-05-17,13,-81 dBm,Low,16%,Maintenance activity
Chennai,T955,2025-11-23,18,-107 dBm,Medium,20%,Backhaul congestion
Hyderabad,T605,2025-08-16,51,-98 dBm,Medium,5%,Poor weather
Mumbai,T923,2025-12-20,52,-83 dBm,Low,19%,Poor weather
Mumbai,T152,2025-04-09,80,-89 dBm,High,12%,Maintenance activity
Kolkata,T103,2025-04-13,49,-92 dBm,High,10%,Backhaul congestion
Mumbai,T687,2025-01-15,117,-79 dBm,High,6%,Backhaul congestion
Hyderabad,T160,2025-02-02,109,-77 dBm,Low,18%,Fiber issue detected
Hyderabad,T209,2025-08-23,82,-97 dBm,High,10%,Normal operation
Kolkata,T520,2025-05-31,5,-74 dBm,Low,15%,Maintenance activity
Mumbai,T684,2025-12-06,67,-70 dBm,Medium,17%,Power fluctuation
Kolkata,T348,2025-07-16,138,-109 dBm,High,6%,Power fluctuation
